GeneSymbol	Cluster 1	Cluster 10	Cluster 2	Cluster 3	Cluster 4	Cluster 5	Cluster 6	Cluster 7	Cluster 8	Cluster 9
ACHE	6.01195025869639732	0.00000000000000000	0.96401356582365993	1.31782494017964913	0.72746527123587557	1.04608666679544626	1.46026379865472422	1.75843388669750245	0.00000000000000000	9.18218109832103302
ACTA2	0.00000000000000000	0.00000000000000000	0.00000000000000000	3.17363647361469603	5.91637343747563094	10.33306868098063269	1.87558746571977619	20.29881392644081117	0.00000000000000000	59.30166529170420375
ACTG2	9.35994303176572728	5.33399716976055505	0.00000000000000000	3.99747039010566452	0.00000000000000000	2.25479761571077075	12.51735759071856791	18.47367240706072522	12.45038771955836765	67.45061941089210222
AKR1C3	0.86900024856903979	2.98134523763674686	5.34664644125346289	1.53247083799388673	4.17474319256606652	2.19003255225136328	0.00000000000000000	3.54064893418448667	5.19262049238520884	12.98174498441669833
ALDH1A3	1.04538127703705452	0.00000000000000000	10.17742815008319113	2.02264502036324822	12.06016788151302599	3.12507637220224765	0.00000000000000000	7.98413550897020041	8.27523065366747090	25.29861770982115843
ALOX5AP	1.08123140953101626	1.81769589920535646	2.61223612898073698	0.00000000000000000	2.18176424185251872	0.00000000000000000	0.00000000000000000	0.56519894699797912	0.00000000000000000	5.05186265214450536
ANKRD1	1.37230899692000419	0.00000000000000000	4.15760444622963909	2.37228850582469430	1.68748915905208707	2.39686235756317911	0.40147589902744962	1.75983992816389967	2.08827964218979956	12.95894235780599857
ANXA2	365.60941213708309760	1.53648136584978423	267.28513887568271912	198.74805425356666433	229.53031354950476839	480.59809083788661610	272.28032585896738738	321.95892162654422464	531.08224722918157568	1339.54684246237275147
ANXA3	39.43923112628669969	36.90025871729953622	33.50932506794190857	35.34704234467699280	21.04259643248029121	75.56593952826150939	59.65790503067386652	27.63475042895505851	47.32547704180259984	171.43897053746414372
AOX1	0.00000000000000000	7.94408466105495403	7.71034313057003295	2.04229479476039888	3.50090890216364770	3.52597676195717158	0.00000000000000000	3.89719618436665849	0.77382948456677136	16.63039397580626044
APOA1	1.87801506513535110	2.15599337040551076	0.68141695420522619	0.00000000000000000	0.00000000000000000	1.20685934654373139	0.36556498846478463	0.00000000000000000	2.28874941748079053	0.00000000000000000
APOD	16.83908439912943322	0.00000000000000000	0.70443683810228874	3.03445393195984092	3.65495700735285522	4.29047202309100673	6.79154630193583930	9.89297531851404877	8.06063673096160471	32.89530667974671729
ARHGDIB	2.61184039741076468	3.84346694836435887	6.58722321858974968	2.84557160695124312	6.91664506678034829	1.09772050634560481	2.04708125932876595	1.21664740818089689	0.00000000000000000	12.72033298399984069
ASCL1	26.26342978341119050	0.00000000000000000	0.00000000000000000	4.12628936121620704	0.95482333430859534	0.32079092972813311	12.16543705372212436	0.00000000000000000	0.36113101670413228	5.55179448891382599
ATF3	13.92103862892417965	0.00000000000000000	4.89281172336007053	10.36798152789086203	2.63067484765831017	74.35837095182739631	0.00000000000000000	0.00000000000000000	0.00000000000000000	22.32513332076730705
BCAS1	30.13931107657147024	0.00000000000000000	51.93756184324701053	7.40912677092947636	43.73700094970914876	5.48683296791699782	0.00000000000000000	39.60635812868346761	35.93196460215200716	86.60160472450694158
C15orf48	4.77171920755528056	5.96606332338692180	0.00000000000000000	3.29326767879768179	4.79069688660633197	4.89395310872216438	7.76602580305373902	0.00000000000000000	2.36782772997963242	23.30760074997465381
C1GALT1C1	17.31340448906592400	0.00000000000000000	9.15649365894492462	5.31095224379299236	13.96484281449852283	31.65714590596326161	10.35247523459917041	25.57848373202942227	57.54685335975503335	14.80400309829698990
